,label,steps,elapsed,nx,ny,solver,cvar_Interpolated_Function,dt,dx,dy,sweeps,L1,L2,Linf
6,a45690313727,26,1.0,100,100,LU,,0.0165294056612,2.0,2.0,2,24.736660495890824,0.17643503624983678,0.0072393135694150956
7,a45690313727,43,5.0,100,100,LU,,0.104952481839,2.0,2.0,2,105.8756251387108,0.55519374495564155,0.01757372690348058
8,a45690313727,51,10.0,100,100,LU,,0.45318970453,2.0,2.0,2,645.3034970678832,2.5152836993854013,0.042223874976028863
9,a45690313727,70,20.0,100,100,LU,,0.00837892317701,2.0,2.0,2,2117.5273626470339,6.7712075972726522,0.10086826101395729
10,a45690313727,225,100.0,100,100,LU,,0.419434879752,2.0,2.0,2,4767.4483737431492,22.543340134717067,0.37140761042933007
11,a45690313727,441,200.0,100,100,LU,,0.199270162579,2.0,2.0,2,6460.3934747490966,31.0417697162686,0.37966665050046478
12,a45690313727,1114,500.0,100,100,LU,,0.113096891212,2.0,2.0,2,10655.750482808218,47.307156329666959,0.38767488660383431
13,a45690313727,2240,1000.0,100,100,LU,,0.0170548977446,2.0,2.0,2,15251.492299991956,63.16051885674203,0.38973862214387262
14,a45690313727,4570,2000.0,100,100,LU,,0.266779710768,2.0,2.0,2,20886.439768877688,79.985998021044452,0.39441236113977196
15,5c4434ccd256,25,1.0,100,100,LU,,0.0165294056612,2.0,2.0,4,24.736660506732093,0.17643503645508218,0.0072393136990687168
16,5c4434ccd256,42,5.0,100,100,LU,,0.104952481839,2.0,2.0,4,105.87402256509873,0.55518659635978374,0.017575645716602084
17,5c4434ccd256,50,10.0,100,100,LU,,0.276794734012,2.0,2.0,4,629.93804633991772,2.4831886955976135,0.042193048617432005
18,5c4434ccd256,61,20.0,100,100,LU,,0.444615342716,2.0,2.0,4,2078.6052359801829,6.5885619378964497,0.091683363529631801
19,5c4434ccd256,106,100.0,100,100,LU,,0.000477116988293,2.0,2.0,4,4801.0967347834558,22.712294465924661,0.37180993197943468
20,5c4434ccd256,167,200.0,100,100,LU,,1.96908172607,2.0,2.0,4,6479.8572341814324,31.148343213495789,0.37967932775363394
21,5c4434ccd256,290,500.0,100,100,LU,,1.22996861185,2.0,2.0,4,10656.438605204328,47.353137645763461,0.38767446778811199
22,5c4434ccd256,494,1000.0,100,100,LU,,1.11578049528,2.0,2.0,4,15233.391721549047,63.110451320741738,0.38974930347523112
23,5c4434ccd256,914,2000.0,100,100,LU,,0.731146421667,2.0,2.0,4,20891.185897124662,80.002018185730151,0.39447671106800108
24,5c4434ccd256,1272,3000.0,100,100,LU,,3.30111887407,2.0,2.0,4,20628.532874372748,80.506140368570925,0.3923161621378029
25,1b69921762d7,25,1.0,200,200,LU,,0.0165294056612,1.0,1.0,2,5.5424326533606827,0.041164197253763725,0.0015588435902190723
26,1b69921762d7,42,5.0,200,200,LU,,0.104952481839,1.0,1.0,2,22.156966665708246,0.12957791988722633,0.0043155523318033628
27,1b69921762d7,51,10.0,200,200,LU,,0.133754448828,1.0,1.0,2,187.53918207421074,0.67417107028964673,0.010891507364836905
28,1b69921762d7,75,20.0,200,200,LU,,0.138685710394,1.0,1.0,2,571.91195821526549,2.0211699091016881,0.038407167135610099
29,1b69921762d7,414,100.0,200,200,LU,,0.18264418547,1.0,1.0,2,1943.9422696187194,14.689619736736926,0.37248420025128393
30,1b69921762d7,888,200.0,200,200,LU,,0.177295433084,1.0,1.0,2,2860.9477932811969,20.422824268002749,0.38525351786896184
31,1b69921762d7,2350,500.0,200,200,LU,,0.139927461183,1.0,1.0,2,5347.918171717828,32.309943791944278,0.39380201440981605
32,1b69921762d7,4816,1000.0,200,200,LU,,0.0743138172249,1.0,1.0,2,8378.8240737837914,44.793335141532211,0.39632606903000955
33,e294583f95a6,25,1.0,200,200,LU,,0.0165294056612,1.0,1.0,4,5.5424326636854433,0.041164197327015095,0.0015588435991223948
34,e294583f95a6,42,5.0,200,200,LU,,0.104952481839,1.0,1.0,4,22.157008386723607,0.12957819601168985,0.0043159714646503478
35,e294583f95a6,50,10.0,200,200,LU,,0.276794734012,1.0,1.0,4,129.85616019767556,0.54632376150746309,0.010600569233537249
36,e294583f95a6,61,20.0,200,200,LU,,0.444615342716,1.0,1.0,4,461.67411011849458,1.5404959938580891,0.024391452540671654
37,e294583f95a6,117,100.0,200,200,LU,,0.305303718863,1.0,1.0,4,1875.5259854731135,14.292696044490787,0.37110648455488521
38,e294583f95a6,180,200.0,200,200,LU,,0.934729375003,1.0,1.0,4,2820.0357111124358,20.209878925321309,0.3849258362434374
39,e294583f95a6,366,500.0,200,200,LU,,0.070877721757,1.0,1.0,4,5317.3321882045211,32.196756799573421,0.39377840309997009
40,e294583f95a6,668,1000.0,200,200,LU,,1.02152403618,1.0,1.0,4,8344.8007108110542,44.682607108505358,0.39632120199189269
41,e294583f95a6,1323,2000.0,200,200,LU,,0.567361257804,1.0,1.0,4,10827.412384630452,54.096303363902251,0.39644450254877606
42,e294583f95a6,1913,3000.0,200,200,LU,,0.577212021417,1.0,1.0,4,12932.724325370751,61.841684843364384,0.39694753322716675
55,3ea82cfb13ea,25,1.0,200,200,LU,,0.0165294056612,1.0,1.0,8,5.5424326636819981,0.041164197327011563,0.0015588435991205074
56,3ea82cfb13ea,42,5.0,200,200,LU,,0.104952481839,1.0,1.0,8,22.157009618382887,0.12957820197869577,0.0043159698382742029
57,3ea82cfb13ea,50,10.0,200,200,LU,,0.276794734012,1.0,1.0,8,130.0367655648725,0.54683742959555504,0.010591397686265824
58,3ea82cfb13ea,58,20.0,200,200,LU,,1.45204747713,1.0,1.0,8,487.33988323984101,1.5273193360711299,0.0255387496356142
59,3ea82cfb13ea,95,100.0,200,200,LU,,2.18424417261,1.0,1.0,8,1844.6021813394193,14.144662428197281,0.37072909612365595
60,3ea82cfb13ea,127,200.0,200,200,LU,,1.8482713782,1.0,1.0,8,2791.1942728335453,20.08149800259838,0.38483720711099662
61,3ea82cfb13ea,213,500.0,200,200,LU,,3.57284060247,1.0,1.0,8,5304.8101162870789,32.131332841099457,0.39376824294166707
62,3ea82cfb13ea,361,1000.0,200,200,LU,,2.71307523448,1.0,1.0,8,8329.6365933070338,44.640783927683273,0.39632315671461749
63,3ea82cfb13ea,722,2000.0,200,200,LU,,3.92993687477,1.0,1.0,8,10834.001178058896,54.103414097164361,0.39643991670200851
64,3ea82cfb13ea,953,3000.0,200,200,LU,,4.63852241667,1.0,1.0,8,12944.231917678888,61.879832702010091,0.39694568157401472
65,43a9f66996e8,25,1.0,400,400,LU,,0.0165294056612,0.5,0.5,8,0.0,0.0,0.0
66,43a9f66996e8,42,5.0,400,400,LU,,0.104952481839,0.5,0.5,8,0.0,0.0,0.0
67,43a9f66996e8,50,10.0,400,400,LU,,0.276794734012,0.5,0.5,8,0.0,0.0,0.0
68,43a9f66996e8,58,20.0,400,400,LU,,1.45204747713,0.5,0.5,8,0.0,0.0,0.0
69,43a9f66996e8,95,100.0,400,400,LU,,1.84127605383,0.5,0.5,8,0.0,0.0,0.0
70,43a9f66996e8,128,200.0,400,400,LU,,1.97045950735,0.5,0.5,8,0.0,0.0,0.0
71,43a9f66996e8,216,500.0,400,400,LU,,3.53498330748,0.5,0.5,8,0.0,0.0,0.0
72,43a9f66996e8,352,1000.0,400,400,LU,,2.86594915333,0.5,0.5,8,0.0,0.0,0.0
73,43a9f66996e8,694,2000.0,400,400,LU,,1.42027871217,0.5,0.5,8,0.0,0.0,0.0
74,43a9f66996e8,930,3000.0,400,400,LU,,3.80891263873,0.5,0.5,8,0.0,0.0,0.0
75,2e8f28c2904c,25,1.0,100,100,LU,,0.0165294056612,2.0,2.0,8,24.736660506732115,0.17643503645508382,0.007239313699069938
76,2e8f28c2904c,42,5.0,100,100,LU,,0.104952481839,2.0,2.0,8,105.87402448820609,0.55518661549495707,0.017575646645444087
77,2e8f28c2904c,50,10.0,100,100,LU,,0.276794734012,2.0,2.0,8,630.28920585429319,2.4841962782974907,0.042211652064260918
78,2e8f28c2904c,59,20.0,100,100,LU,,0.52615482928,2.0,2.0,8,2090.7447114072083,6.5756393615200146,0.090250810838704731
79,2e8f28c2904c,98,100.0,100,100,LU,,2.20280811673,2.0,2.0,8,4806.9911390941752,22.735671267519361,0.3718557019141015
80,2e8f28c2904c,151,200.0,100,100,LU,,2.60164811356,2.0,2.0,8,6469.7737576963127,31.095784545201777,0.37967146100909682
81,2e8f28c2904c,256,500.0,100,100,LU,,1.39796022086,2.0,2.0,8,10646.37139018854,47.317767709736984,0.38767594369764613
82,2e8f28c2904c,432,1000.0,100,100,LU,,2.7840534273,2.0,2.0,8,15230.014633652103,63.103027056495407,0.38974667331897556
83,2e8f28c2904c,763,2000.0,100,100,LU,,2.78789931075,2.0,2.0,8,20865.437321701924,79.944857534830177,0.39446818377051057
84,2e8f28c2904c,1016,3000.0,100,100,LU,,2.01260457687,2.0,2.0,8,20606.600851275569,80.460495332166417,0.39226645623286543
85,f1c316514546,25,1.0,400,400,LU,,0.0165294056612,0.5,0.5,6,1.432251817146124e-09,4.3499995924637905e-12,3.5860203695392556e-14
86,f1c316514546,42,5.0,400,400,LU,,0.104952481839,0.5,0.5,6,9.9960463795234489e-09,1.0561007696479933e-10,9.1850971273288451e-12
87,f1c316514546,50,10.0,400,400,LU,,0.276794734012,0.5,0.5,6,0.010476615903772468,9.2914132625874989e-05,3.1590005287740475e-06
88,f1c316514546,59,20.0,400,400,LU,,0.801149945602,0.5,0.5,6,60.869842199216265,0.19231557992865156,0.003485122478504965
89,f1c316514546,98,100.0,400,400,LU,,2.00619387245,0.5,0.5,6,26.297242571755163,0.1889006501007397,0.014161854725675549
90,f1c316514546,135,200.0,400,400,LU,,1.20026053821,0.5,0.5,6,24.218471630487247,0.1405912340756014,0.0048317070248842797
91,f1c316514546,236,500.0,400,400,LU,,2.0998383531,0.5,0.5,6,20.957070263859205,0.11418686628536696,0.0021627153696405221
92,f1c316514546,396,1000.0,400,400,LU,,0.734662909636,0.5,0.5,6,19.505552626177131,0.11501089736618791,0.0034751508223360705
93,f1c316514546,778,2000.0,400,400,LU,,2.17536154534,0.5,0.5,6,17.639301340332214,0.13437816453761825,0.0046731285484062357
94,f1c316514546,1084,3000.0,400,400,LU,,0.266667894654,0.5,0.5,6,16.985920836622459,0.13323712537450219,0.0032979186246916981
95,9a98c389d8c2,25,1.0,200,200,LU,,0.0165294056612,1.0,1.0,6,5.5424326636840675,0.041164197327013409,0.0015588435991195082
96,9a98c389d8c2,42,5.0,200,200,LU,,0.104952481839,1.0,1.0,6,22.15700961992232,0.12957820198758443,0.0043159698376133981
97,9a98c389d8c2,50,10.0,200,200,LU,,0.276794734012,1.0,1.0,6,130.02837925570969,0.54681297126464257,0.010591962386127474
98,9a98c389d8c2,59,20.0,200,200,LU,,0.801149945602,1.0,1.0,6,460.95511493206914,1.4866711584024142,0.023899076227022253
99,9a98c389d8c2,98,100.0,200,200,LU,,0.233234869361,1.0,1.0,6,1851.6024581086665,14.17381160355634,0.37071176465395211
100,9a98c389d8c2,132,200.0,200,200,LU,,2.79376901994,1.0,1.0,6,2799.5909290655145,20.121943076717212,0.38483641425820042
101,9a98c389d8c2,226,500.0,200,200,LU,,1.02708309451,1.0,1.0,6,5310.9913012010093,32.159192699847047,0.39376886285930374
102,9a98c389d8c2,387,1000.0,200,200,LU,,0.852590045297,1.0,1.0,6,8336.1994569255548,44.664529050161455,0.39632289125448439
103,9a98c389d8c2,783,2000.0,200,200,LU,,1.01616211552,1.0,1.0,6,10834.54557733896,54.107675494372288,0.39644090528910292
104,9a98c389d8c2,1045,3000.0,200,200,LU,,4.01557479203,1.0,1.0,6,12943.684450951187,61.878153921339987,0.39694725766604261
105,3c08d6f123cc,25,1.0,100,100,LU,,0.0165294056612,2.0,2.0,6,24.736660506732779,0.17643503645508463,0.0072393136990701601
106,3c08d6f123cc,42,5.0,100,100,LU,,0.104952481839,2.0,2.0,6,105.87402448173307,0.55518661545611814,0.017575646660485167
107,3c08d6f123cc,50,10.0,100,100,LU,,0.276794734012,2.0,2.0,6,630.26508999128168,2.4841259547028174,0.042210182755487935
108,3c08d6f123cc,59,20.0,100,100,LU,,0.801149945602,2.0,2.0,6,2083.2622372685487,6.5632230724820664,0.090573903681115009
109,3c08d6f123cc,99,100.0,100,100,LU,,1.04567226246,2.0,2.0,6,4804.1745203933488,22.730684233403021,0.371882163776597
110,3c08d6f123cc,155,200.0,100,100,LU,,2.52460408115,2.0,2.0,6,6474.5634737385772,31.125327415598374,0.37969243163228017
111,3c08d6f123cc,261,500.0,100,100,LU,,3.35705063653,2.0,2.0,6,10647.321802006303,47.324271269276728,0.38767289049068421
112,3c08d6f123cc,438,1000.0,100,100,LU,,1.17066320181,2.0,2.0,6,15222.033247236104,63.077194272776538,0.38974969389122444
113,3c08d6f123cc,788,2000.0,100,100,LU,,2.98509542159,2.0,2.0,6,20868.427462294774,79.950339409349056,0.39448142038397438
114,3c08d6f123cc,1056,3000.0,100,100,LU,,2.67468431908,2.0,2.0,6,20618.537089422884,80.485141720349034,0.39228647357017093
132,120707df6f2e,25,1.0,400,400,PCG,,0.0165294056612,0.5,0.5,2,5.4337279991045762e-06,4.6460057679214394e-08,3.3151201783709894e-09
133,120707df6f2e,42,5.0,400,400,PCG,,0.104952481839,0.5,0.5,2,0.0014767521215341972,1.9027902737284718e-05,1.092020553983275e-06
134,120707df6f2e,51,10.0,400,400,PCG,,0.133754448828,0.5,0.5,2,76.916145709165505,0.23486925811439718,0.0023218617779035
135,120707df6f2e,77,20.0,400,400,PCG,,0.171130395282,0.5,0.5,2,344.79189283497936,1.2351999959382332,0.023223771961343398
136,120707df6f2e,506,100.0,400,400,PCG,,0.127166933181,0.5,0.5,2,579.37593415454569,6.6317276018735472,0.33696058672976825
137,120707df6f2e,1104,200.0,400,400,PCG,,0.0981236612383,0.5,0.5,2,1740.2617500834679,15.950400766211262,0.38127160965384005
138,120707df6f2e,2947,500.0,400,400,PCG,,0.148720688561,0.5,0.5,2,4128.2884301741888,28.351433660175047,0.39142358416694845
189,7c96995e7c0f,25,1.0,200,200,PCG,,0.0165294056612,1.0,1.0,2,5.5424325451418905,0.041164200858225981,0.0015588442344870446
190,7c96995e7c0f,42,5.0,200,200,PCG,,0.104952481839,1.0,1.0,2,22.156970246966594,0.1295779343387381,0.0043155671883856606
191,7c96995e7c0f,51,10.0,200,200,PCG,,0.133754448828,1.0,1.0,2,187.539151335887,0.67417097997778697,0.010891541699373342
192,7c96995e7c0f,75,20.0,200,200,PCG,,0.138685710394,1.0,1.0,2,571.91197201353839,2.0211699396884937,0.038407156416934263
193,7c96995e7c0f,414,100.0,200,200,PCG,,0.18264418547,1.0,1.0,2,1943.9424016710261,14.689620378299642,0.37248419992238124
194,7c96995e7c0f,888,200.0,200,200,PCG,,0.177295433084,1.0,1.0,2,2860.9479522919855,20.422824894379836,0.38525351779780553
195,7c96995e7c0f,2350,500.0,200,200,PCG,,0.139927461183,1.0,1.0,2,5347.9183453958194,32.309944359168568,0.39380201451781077
196,7c96995e7c0f,4816,1000.0,200,200,PCG,,0.0743138172249,1.0,1.0,2,8378.8241985953609,44.793335460058735,0.39632606909983936
197,2294ce8e0c73,25,1.0,100,100,PCG,,0.0165294056612,2.0,2.0,2,24.73666246176051,0.17643506333356901,0.0072393143995712617
198,2294ce8e0c73,42,5.0,100,100,PCG,,0.104952481839,2.0,2.0,2,105.87563378555723,0.55519379727914298,0.017573733019796256
199,2294ce8e0c73,50,10.0,100,100,PCG,,0.45318970453,2.0,2.0,2,645.30350017797537,2.5152837239909571,0.042223874075209333
200,2294ce8e0c73,69,20.0,100,100,PCG,,0.00837892317701,2.0,2.0,2,2117.5273909881544,6.7712076976427751,0.10086825862799076
201,2294ce8e0c73,224,100.0,100,100,PCG,,0.419434879752,2.0,2.0,2,4767.4484330545783,22.543340417091795,0.37140761017955354
202,2294ce8e0c73,440,200.0,100,100,PCG,,0.199270162579,2.0,2.0,2,6460.3935426857033,31.041769992644038,0.37966665051397464
203,2294ce8e0c73,1113,500.0,100,100,PCG,,0.113096891212,2.0,2.0,2,10655.750570572312,47.307156618202882,0.38767488661992577
204,2294ce8e0c73,2239,1000.0,100,100,PCG,,0.0170548977446,2.0,2.0,2,15251.492474900342,63.160519372220044,0.38973862215926186
205,2294ce8e0c73,4569,2000.0,100,100,PCG,,0.266779710768,2.0,2.0,2,20886.439879062887,79.985998315191949,0.39441236128338897
